Danceability,Energy,Speechiness,Liveness,Tempo,Duration,Stream
0.703,0.624,0.0364,0.299,131.966,195191,66417835
0.699,0.67,0.0347,0.356,111.988,281407,114742103
0.698,0.664,0.0778,0.331,96.001,253831,79383091
0.685,0.466,0.0304,0.0915,79.936,163133,936767650
0.664,0.573,0.0277,0.0857,76.023,160097,924159681
0.536,0.775,0.0394,0.0947,151.393,201413,264350106
0.389,0.431,0.0344,0.13,142.14,211851,357076227
0.598,0.56,0.0375,0.196,115.01,279000,353447131
0.634,0.382,0.0363,0.101,81.971,188573,59868359
0.573,0.507,0.0342,0.377,123.183,172800,41867680
0.668,0.563,0.0305,0.11,130.366,201786,150496835
0.469,0.562,0.0343,0.123,138.197,237320,28658096
0.501,0.519,0.0409,0.454,133.99,195707,1218983885
0.534,0.696,0.0694,0.248,168.149,160714,22813992
0.584,0.54,0.0576,0.261,137.972,220883,1096655941
0.661,0.723,0.0566,0.14,113.778,163805,569454156
0.414,0.486,0.0311,0.111,128.038,230762,375166259
0.506,0.693,0.0412,0.0891,139.912,216420,488249995
0.573,0.739,0.0581,0.175,120.077,174062,191999405
0.611,0.644,0.0553,0.124,105.969,221904,571078074
0.859,0.558,0.0902,0.124,114.978,144391,133826349
0.526,0.52,0.0569,0.197,149.119,183637,347562581
0.68,0.729,0.0475,0.224,123.97,179867,659956591
0.518,0.655,0.0826,0.271,156.992,199682,216395444
0.686,0.794,0.0385,0.125,140.952,241893,160066639
0.571,0.481,0.0444,0.089,113.753,205680,229875470
0.595,0.689,0.148,0.129,168.112,209427,277233740
0.836,0.703,0.0657,0.138,94.048,226093,584524256
0.699,0.529,0.0487,0.285,119.987,206167,655242748
0.855,0.83,0.106,0.08,90.009,190667,94362079
0.745,0.836,0.0444,0.116,96.993,203187,612105921
0.8,0.355,0.0895,0.118,145.929,228493,334986781
0.736,0.77,0.0335,0.112,135.018,209516,17049028
0.761,0.784,0.133,0.125,114.93,161880,57020051
0.612,0.44,0.034,0.0858,133.872,176459,52174954
0.788,0.745,0.0448,0.0973,94.002,190160,710166109
0.938,0.832,0.195,0.121,111.928,158440,197533144
0.674,0.428,0.122,0.132,84.878,190185,993183944
0.511,0.472,0.091,0.11,127.978,258969,424413042
0.69,0.578,0.0929,0.305,99.961,193059,635428540
0.587,0.229,0.128,0.1,75.67,171728,349019012
0.594,0.721,0.0957,0.0879,128.942,234653,514637184
0.733,0.62,0.075,0.117,111.039,246755,181491092
0.562,0.437,0.052,0.0806,124.852,277506,196833616
0.622,0.58,0.0504,0.112,104.41,221874,213539949
0.781,0.548,0.0764,0.127,106.996,214255,260154223
0.325,0.271,0.0418,0.301,71.855,216611,116003593
0.601,0.713,0.0449,0.158,122.872,169756,212910249
0.626,0.864,0.0378,0.087,123.833,161387,282543051
0.598,0.526,0.0415,0.14,123.935,168387,804323416
0.695,0.781,0.0452,0.295,124.04,148960,203585772
0.602,0.525,0.0504,0.0943,136.932,154147,15015932
0.626,0.382,0.0383,0.188,118.743,178520,64728563
0.596,0.88,0.0396,0.0757,124.048,190093,60811787
0.674,0.86,0.0369,0.359,122.975,176610,34231765
0.516,0.915,0.0562,0.125,174.032,225172,152204826
0.609,0.885,0.0642,0.336,124.959,165441,272471387
0.802,0.727,0.0307,0.0713,125.038,170880,111001257
0.632,0.857,0.0397,0.432,74.994,135326,135016033
0.66,0.9,0.0392,0.312,159.819,142500,18840014
0.749,0.881,0.0492,0.951,103.935,178765,14894881
0.731,0.946,0.037,0.352,139.999,156131,48514716
0.887,0.91,0.0641,0.0755,130.016,156923,86932118
0.785,0.917,0.13,0.453,93.029,146452,8456206
0.563,0.682,0.0423,0.721,143.978,205000,1937518
0.684,0.89,0.0972,0.357,75.993,146359,15124263
0.689,0.874,0.0733,0.921,146.026,156164,7003984
0.773,0.795,0.0412,0.154,115.997,258474,44902959
0.817,0.738,0.0748,0.331,104.964,208164,22899885
0.706,0.527,0.0269,0.112,103.008,244724,99681930
0.695,0.729,0.0322,0.533,118.028,302935,145835348
0.778,0.227,0.0379,0.113,116.033,213056,71300262
0.801,0.856,0.065,0.228,106.026,187006,51341590
0.63,0.729,0.0287,0.0786,127.919,234737,46720545
0.838,0.63,0.171,0.0719,100.986,166601,18455473
0.524,0.515,0.0372,0.235,81.963,242201,5345977
0.718,0.58,0.028,0.196,97.979,225274,38593139
0.729,0.65,0.0313,0.0829,110.02,209160,674958607
0.698,0.719,0.0455,0.326,120.062,186700,201437609
0.816,0.8,0.0738,0.129,118.01,185875,38366365
0.668,0.687,0.058,0.149,97.025,199314,47654920
0.859,0.558,0.0902,0.124,114.978,144391,133826349
0.736,0.761,0.0338,0.0823,119.999,238427,528695234
0.659,0.803,0.0558,0.251,121.085,186018,46418367
0.722,0.687,0.0343,0.151,105.007,231333,15794362
0.674,0.694,0.109,0.0752,101.993,199179,368206454
0.739,0.586,0.0472,0.308,124.026,142677,171982436
0.694,0.712,0.046,0.211,98.023,201122,1160097167
0.715,0.605,0.0428,0.189,122.956,212733,1220003456
0.583,0.732,0.0457,0.269,145.992,213428,877421698
0.584,0.915,0.11,0.098,181.882,196940,2283487
0.576,0.782,0.0296,0.285,141.153,224031,428370771
0.608,0.71,0.0636,0.0903,124.985,190051,521781336
0.485,0.332,0.0338,0.146,130.813,180640,286535337
0.702,0.744,0.0861,0.0915,77.486,179653,73021994
0.556,0.529,0.025,0.268,89.887,213543,232414095
0.774,0.73,0.134,0.194,91.966,212304,141715807
0.877,0.777,0.117,0.0863,102.02,231848,603187464
0.681,0.788,0.0785,0.0753,170.019,220117,666199160
0.804,0.793,0.0777,0.136,84.004,209268,18766436
0.849,0.724,0.0665,0.235,98.005,201122,394285855
0.823,0.731,0.103,0.131,152.024,186316,280402747
0.728,0.542,0.0514,0.136,90.016,227234,472363403
0.82,0.804,0.0528,0.064,110.982,211998,157406596
0.76,0.838,0.0529,0.0664,93.05,210323,444268179
0.724,0.588,0.131,0.342,144.977,226340,16870868
0.459,0.276,0.036,0.104,114.169,248827,637535198
0.323,0.405,0.0413,0.138,145.104,194848,321316598
0.726,0.738,0.0602,0.0882,115.904,201640,86281439
0.326,0.157,0.0415,0.191,178.711,130667,1457330
0.552,0.323,0.0441,0.0688,160.377,213907,18889247
0.307,0.389,0.0318,0.15,132.425,266969,31555456
0.629,0.676,0.191,0.701,90.377,152041,279766211
0.599,0.646,0.337,0.128,176.153,220387,17890132
0.809,0.638,0.28,0.453,94.893,224043,45395559
0.775,0.707,0.152,0.874,104.979,244198,175147690
0.812,0.628,0.0682,0.254,123.004,207059,312366212
0.53,0.843,0.39,0.164,199.946,202785,73452023
0.42,0.701,0.339,0.103,79.716,349040,50741191
0.548,0.829,0.285,0.537,93.62,194739,108006517
0.665,0.846,0.0686,0.157,130.946,147213,21067064
0.539,0.714,0.455,0.174,81.709,255609,13076275
0.616,0.841,0.076,0.417,110.029,154561,59682401
0.678,0.735,0.0617,0.423,150.091,144621,67007190
0.636,0.699,0.0396,0.263,96.962,191053,71266797
0.71,0.72,0.0933,0.271,87.927,201089,5879650
0.632,0.782,0.034,0.0553,90.056,183067,4643780
0.671,0.687,0.0502,0.504,121.992,149508,1153344
0.753,0.726,0.0619,0.0753,126.239,142112,7236472
0.677,0.686,0.0515,0.122,109.917,178332,8493068
0.656,0.954,0.0395,0.201,126.032,150476,393274
0.693,0.808,0.0492,0.148,125.975,187427,33373682
0.595,0.784,0.102,0.0608,124.111,183726,378545558
0.506,0.805,0.0469,0.0856,126.008,227074,742928584
0.596,0.88,0.0396,0.0757,124.048,190093,60811787
0.665,0.843,0.0354,0.268,122.029,195268,10755583
0.674,0.915,0.0411,0.273,126.038,191293,783957345
0.8,0.66,0.158,0.14,117.923,140012,104808886
0.709,0.831,0.0397,0.14,123.998,174283,1611557
0.675,0.87,0.0965,0.171,120.024,171188,1049528
0.708,0.945,0.234,0.227,127.96,203133,280951537
0.596,0.915,0.0682,0.12,120.024,224908,24878215
0.946,0.483,0.148,0.328,123.041,197381,6422841
0.557,0.654,0.196,0.291,135.983,280000,53628806
0.787,0.675,0.136,0.695,119.988,176000,15773138
0.493,0.826,0.311,0.252,112.865,189974,195254202
0.703,0.834,0.0603,0.1,153.97,178080,66398374
0.794,0.448,0.0539,0.109,120.055,231333,193608885
0.776,0.562,0.363,0.138,169.03,147867,115605446
0.732,0.656,0.0886,0.295,127.952,127573,10702349
0.813,0.621,0.209,0.0793,112.101,206446,39147511
0.714,0.869,0.0862,0.748,122.044,147746,807806
0.474,0.921,0.0457,0.476,93.01,122339,397464720
0.658,0.447,0.0869,0.198,184.316,86739,172879134
0.648,0.781,0.0271,0.305,133.417,153313,175651022
0.544,0.765,0.0259,0.15,153.916,168740,40532400
0.484,0.804,0.0286,0.268,92.425,127000,21789070
0.495,0.662,0.0391,0.119,165.209,125085,8218082
0.636,0.593,0.0364,0.0454,113.007,176283,12139973
0.444,0.615,0.0508,0.115,197.88,157576,10820114
0.454,0.966,0.0441,0.058,148.21,98209,9722368
0.531,0.495,0.0247,0.135,90.044,89333,3040588
0.732,0.573,0.0237,0.0543,97.502,152923,98582948
0.839,0.667,0.031,0.244,124.889,171360,198065883
0.634,0.44,0.0277,0.311,126.052,238023,62021525
0.535,0.325,0.0297,0.106,121.674,228990,23016894
0.808,0.253,0.0332,0.229,122.879,490753,54658192
0.652,0.521,0.0328,0.109,119.976,244642,34702312
0.796,0.385,0.0285,0.0683,105.201,173034,35905117
0.631,0.393,0.0265,0.358,132.183,250671,42570338
0.592,0.743,0.0292,0.0956,127.926,205236,40313397
0.889,0.672,0.035,0.142,124.964,186840,1315430
0.595,0.389,0.0349,0.116,166.052,227427,520823719
0.739,0.85,0.0308,0.181,113,168960,201625935
0.333,0.412,0.029,0.113,85.028,205453,314553798
0.359,0.706,0.0309,0.285,174.079,171333,95420208
0.575,0.842,0.0348,0.279,111.995,183027,23840418
0.661,0.75,0.0314,0.0849,130.077,157080,276327271
0.711,0.774,0.0308,0.124,111.016,209733,131880005
0.69,0.781,0.0305,0.164,130.02,190733,170495895
0.545,0.818,0.0541,0.101,109.019,225067,110513723
0.705,0.531,0.0281,0.165,107.013,178333,132405415
0.883,0.808,0.182,0.207,119.01,232065,332038720
0.748,0.713,0.355,0.245,75.591,279573,165386493
0.768,0.695,0.179,0.235,76.007,176588,9764842
0.596,0.688,0.144,0.129,151.613,194262,1086406
0.867,0.647,0.583,0.131,77.471,210587,29196128
0.777,0.564,0.22,0.136,75.527,238421,2695745
0.74,0.611,0.155,0.0991,129.947,221816,40105548
0.704,0.62,0.362,0.144,157.093,244840,13349583
0.771,0.824,0.184,0.106,115.99,199303,13053449
0.679,0.794,0.296,0.113,150.067,175729,59811639
0.66,0.373,0.595,0.106,167.912,151776,70782619
0.474,0.576,0.257,0.174,157.947,195197,27883912
0.534,0.573,0.414,0.136,160.333,225533,109172154
0.748,0.713,0.355,0.245,75.591,279573,165386493
0.808,0.644,0.329,0.085,151.098,206968,19824098
0.661,0.511,0.304,0.608,149.046,167627,30484383
0.693,0.711,0.193,0.241,80.57,166957,1723915
0.68,0.638,0.325,0.122,150.033,163240,34987610
0.586,0.447,0.483,0.108,164.13,178191,9702043
0.603,0.683,0.162,0.298,82.929,128840,13769985
0.593,0.364,0.175,0.348,83.133,230000,68593106
0.546,0.438,0.0669,0.261,112.136,238677,173870587
0.643,0.35,0.0783,0.102,118.199,240457,325358580
0.739,0.744,0.0376,0.317,120.083,208118,139406248
0.768,0.773,0.0325,0.213,107.535,243460,102247957
0.553,0.581,0.0887,0.147,110.166,209625,4387887
0.507,0.349,0.0325,0.208,123.406,250368,12250374
0.768,0.551,0.126,0.0456,119.371,198062,19486485
0.688,0.766,0.0372,0.119,155.074,180384,34962548
0.457,0.407,0.0308,0.126,117.053,257533,247255946
0.509,0.31,0.0313,0.0963,137.474,208653,136463502
0.409,0.223,0.0296,0.0635,89.877,192867,58915397
0.233,0.15,0.0336,0.154,143.887,234080,79626957
0.567,0.131,0.029,0.158,104.784,194560,27395018
0.556,0.261,0.0289,0.0893,110.841,172500,34227595
0.334,0.397,0.0284,0.126,93.445,273107,114708746
0.296,0.284,0.033,0.0961,114.786,243467,46479067
0.649,0.467,0.0304,0.114,106.549,154773,15916643
0.577,0.434,0.0303,0.0822,79.497,178627,23337131
0.919,0.621,0.274,0.0839,130.12,164334,27016023
0.79,0.687,0.0685,0.348,146.05,134910,9409212
0.665,0.54,0.129,0.109,139.978,203133,38294661
0.786,0.732,0.176,0.0643,105.031,162013,100987465
0.729,0.721,0.0761,0.111,132.304,211227,90308699
0.813,0.571,0.0564,0.121,109.955,148293,23265094
0.776,0.713,0.143,0.306,127.987,193453,98023535
0.715,0.776,0.291,0.143,152.946,156863,11699765
0.664,0.573,0.0825,0.129,154.043,169880,81213065
0.767,0.523,0.199,0.106,126.061,190653,22232404
0.816,0.696,0.153,0.13,100.004,176268,86774583
0.788,0.497,0.151,0.0939,130.02,222928,112960387
0.914,0.467,0.0854,0.105,139.954,211040,1672316
0.797,0.54,0.268,0.102,104.001,154173,107969332
0.83,0.515,0.424,0.1,95.209,222329,80918478
0.696,0.6,0.207,0.0851,80.019,231008,51457111
0.792,0.627,0.172,0.297,151.01,217365,55247213
0.933,0.448,0.136,0.104,103.981,167350,115712311
0.893,0.49,0.0589,0.102,108.032,181074,86061108
0.818,0.571,0.336,0.0946,143.079,204955,29356494
0.763,0.669,0.0651,0.0867,135.028,212000,64963004
0.399,0.395,0.0593,0.0815,98.174,199267,110099187
0.682,0.697,0.0757,0.334,95.012,220280,126916900
0.63,0.393,0.183,0.0894,145.051,207076,99847291
0.596,0.709,0.319,0.124,94.162,229123,54518947
0.558,0.797,0.0739,0.399,139.992,233986,76522826
0.566,0.653,0.0873,0.117,120.056,197053,49934957
0.843,0.831,0.0518,0.0915,99.059,186600,30256360
0.515,0.542,0.0922,0.0934,91.129,196480,31702785
0.739,0.741,0.174,0.19,94.964,174618,26447524
0.63,0.754,0.0284,0.268,95.999,172253,231561346
0.563,0.688,0.0262,0.0863,108.008,202347,307226669
0.683,0.796,0.0285,0.197,90.031,201893,271729763
0.596,0.834,0.0474,0.0866,116,205200,287164333
0.639,0.713,0.0337,0.102,86.1,161200,11790845
0.652,0.813,0.0268,0.101,102.987,182161,59689951
0.621,0.791,0.0265,0.143,95.075,209110,124561776
0.539,0.837,0.0385,0.262,151.913,220881,73861507
0.757,0.705,0.0252,0.114,104.972,207161,45958143
0.289,0.693,0.0319,0.243,72.007,186549,8036586
0.648,0.827,0.042,0.217,176.005,230895,329783363
0.564,0.647,0.0407,0.17,95.923,174395,166586904
0.677,0.83,0.0452,0.0788,104.994,193776,169917803
0.351,0.903,0.0682,0.252,180.032,166333,63690597
0.491,0.771,0.041,0.232,103.005,165832,113296589
0.405,0.897,0.264,0.266,200.083,184609,30275319
0.635,0.621,0.0288,0.128,105.047,154465,88555284
0.323,0.796,0.0337,0.14,103.85,237752,22197520
0.461,0.795,0.0462,0.111,174.02,278742,41557400
0.418,0.502,0.0301,0.104,106.81,203800,5625677
0.726,0.9,0.0401,0.145,160.139,142463,92243205
0.706,0.772,0.0652,0.0636,119.976,195549,136574651
0.468,0.42,0.0356,0.114,97.517,182471,29422940
0.775,0.684,0.069,0.647,102.029,217278,77490198
0.818,0.626,0.0355,0.122,95.545,172209,87528480
0.897,0.567,0.0553,0.0609,115.021,143160,25458930
0.63,0.539,0.11,0.976,80,204121,108544113
0.672,0.334,0.0789,0.0899,80.086,236533,19289119
0.673,0.664,0.033,0.173,125.037,223800,6010650
0.739,0.482,0.184,0.109,98.958,175480,61860981
0.615,0.658,0.0343,0.205,150.093,227080,671088620
0.697,0.877,0.0462,0.083,101.99,173631,337571286
0.359,0.48,0.0349,0.0784,171.75,305981,138928375
0.584,0.594,0.0487,0.105,143.935,219400,141758337
0.682,0.581,0.0295,0.0802,108.98,217320,126043029
0.578,0.675,0.03,0.116,147.947,228707,109352257
0.702,0.607,0.0405,0.123,116.969,181400,149698355
0.587,0.722,0.0574,0.133,81.973,198840,33639078
0.609,0.413,0.0351,0.0799,130.969,238747,78975625
0.543,0.707,0.07,0.118,143.915,216004,130298319
0.188,0.411,0.0484,0.0843,187.376,305747,914703845
0.519,0.625,0.0482,0.121,120.103,203187,240859512
0.488,0.487,0.0305,0.193,77.278,230267,240203114
0.551,0.346,0.0278,0.11,83.045,217693,27132365
0.43,0.587,0.0348,0.158,156.006,232520,128252527
0.398,0.151,0.0342,0.0923,107.068,241640,67060924
0.604,0.331,0.0309,0.141,120.132,202311,17967312
0.536,0.383,0.039,0.0732,81.121,265813,41769535
0.52,0.57,0.0288,0.0871,126.022,185017,83624579
0.449,0.602,0.0724,0.179,175.974,238573,63593129
0.667,0.92,0.0773,0.126,114.977,358983,65483110
0.515,0.663,0.0328,0.494,120.024,234244,109982821
0.683,0.481,0.075,0.0907,120.001,160000,191254714
0.749,0.745,0.0479,0.0748,115.048,262957,182558507
0.616,0.886,0.0416,0.129,124.987,215039,12670004
0.566,0.587,0.0308,0.111,82.046,283538,90339993
0.558,0.733,0.0693,0.193,89.992,237140,111789183
0.642,0.937,0.15,0.12,123.994,224908,902429
0.707,0.579,0.0293,0.408,96.062,131250,75774087
0.512,0.894,0.0804,0.165,105.024,179453,6598252
0.69,0.662,0.043,0.0998,143.096,177063,189464651
0.56,0.583,0.0291,0.263,150.115,151600,9018795
0.566,0.488,0.0301,0.11,145.924,218232,142889230
0.628,0.689,0.027,0.109,105.959,213221,15062982
0.525,0.465,0.0352,0.161,75.668,226776,37566189
0.661,0.721,0.0639,0.0841,92.014,177640,88715290
0.647,0.743,0.324,0.0962,177.828,188086,95376313
0.635,0.59,0.226,0.145,165.937,183362,111010532
0.665,0.55,0.0352,0.277,77.865,126538,3594760
0.652,0.832,0.04,0.075,91.909,193043,6991101
0.723,0.809,0.0625,0.565,98.007,176561,1713070715
0.695,0.672,0.0345,0.0756,104.988,235827,520159923
0.657,0.703,0.0753,0.256,122.381,214693,295089561
0.502,0.873,0.241,0.0702,81.282,203973,57864436
0.763,0.671,0.1,0.375,120.06,197495,149841744
0.663,0.878,0.0646,0.328,158.035,214240,113088479
0.71,0.838,0.11,0.297,122.993,299267,19536450
0.616,0.809,0.033,0.718,140.007,181961,30196149
0.586,0.756,0.038,0.134,122.011,235893,24892676
0.687,0.843,0.0312,0.0751,126.012,190480,20920297
0.489,0.624,0.0344,0.325,167.108,66133,64565665
0.716,0.568,0.212,0.385,136.894,205800,61954903
0.48,0.648,0.0702,0.554,78.337,79485,6901877
0.51,0.503,0.242,0.108,153.582,243773,111693492
0.377,0.506,0.157,0.482,145.254,141000,34944764
0.503,0.755,0.265,0.266,79.422,136440,23231162
0.701,0.557,0.312,0.153,142.028,109920,14626571
0.619,0.742,0.496,0.166,144.602,277240,66273916
0.459,0.864,0.263,0.683,106.175,85840,16143620
0.732,0.635,0.41,0.388,147.025,211683,11145209
0.686,0.621,0.187,0.139,112.082,205766,227969784
0.825,0.761,0.104,0.334,149.97,163371,152073616
0.853,0.701,0.34,0.142,155.069,147907,70293185
0.767,0.854,0.0675,0.175,109.943,230501,60077822
0.81,0.735,0.171,0.115,119.994,192000,81162216
0.881,0.632,0.0698,0.158,121.924,187454,38496631
0.891,0.67,0.191,0.0416,106.015,182334,25073889
0.732,0.73,0.21,0.11,90.069,179783,32606539
0.551,0.357,0.0305,0.117,111.836,187768,613992
0.577,0.692,0.64,0.0989,144.702,122483,21221485
0.674,0.881,0.147,0.0793,98.994,178480,899187774
0.779,0.705,0.0344,0.124,101.022,178374,307148858
0.686,0.856,0.0426,0.0648,123.997,181728,90350958
0.623,0.796,0.199,0.115,197.524,169813,283514002
0.776,0.778,0.0594,0.0573,118.991,141343,4355450
0.706,0.931,0.0456,0.146,123.012,200893,56188545
0.828,0.765,0.0615,0.102,130.035,214500,98193498
0.774,0.747,0.082,0.342,119.964,168125,189248314
0.699,0.784,0.0538,0.0529,121.98,235453,23293337
0.752,0.812,0.183,0.0897,108.05,153333,83945462
0.892,0.601,0.152,0.104,119.95,180752,41354536
0.875,0.909,0.076,0.0616,119.999,305526,115254035
0.822,0.618,0.27,0.612,147.028,225510,75949774
0.732,0.73,0.104,0.109,172.039,213946,18770392
0.803,0.597,0.127,0.0998,85.056,237920,91906468
0.812,0.691,0.352,0.226,168.024,255607,114516418
0.672,0.489,0.137,0.0927,129.831,241520,47622340
0.763,0.608,0.0884,0.0864,174.027,217880,15859240
0.688,0.821,0.129,0.376,152.065,488512,27742782
0.58,0.716,0.0852,0.129,111.897,183093,43152545
0.494,0.632,0.0342,0.0869,147.873,274693,437017343
0.293,0.237,0.0284,0.11,92.935,215613,131542361
0.413,0.636,0.0407,0.106,176.048,211600,110672028
0.408,0.256,0.0306,0.0998,73.854,185347,30671236
0.73,0.58,0.0431,0.15,90.99,183013,78879518
0.446,0.52,0.0301,0.11,75.976,259293,73671960
0.492,0.384,0.0255,0.112,98.071,254987,38645335
0.526,0.477,0.0258,0.0962,108.03,259720,19403272
0.608,0.572,0.031,0.237,98.989,248387,45484138
0.424,0.583,0.0285,0.115,144.977,486945,55339504
0.797,0.791,0.33,0.113,138.026,203560,87252059
0.846,0.748,0.078,0.093,90.006,160720,201752935
0.893,0.463,0.36,0.318,81.026,229601,96476850
0.874,0.772,0.232,0.369,132.938,234900,15643595
0.644,0.671,0.315,0.0855,132.001,250723,41736984
0.897,0.371,0.368,0.325,81.008,156005,87232855
0.817,0.625,0.217,0.223,101.028,237624,15600467
0.975,0.482,0.246,0.0596,125.953,146598,24769336
0.693,0.833,0.0736,0.413,120.025,174477,1555113
0.782,0.951,0.139,0.268,125.953,123214,7201061
0.602,0.707,0.302,0.165,75.087,200187,773849349
0.807,0.887,0.0361,0.0811,122.015,229184,604552735
0.564,0.745,0.31,0.147,170.661,239627,289089556
0.395,0.288,0.0345,0.116,130.571,238640,70267624
0.409,0.886,0.084,0.117,167.917,186754,41925048
0.694,0.702,0.0946,0.0758,79.959,212067,94402392
0.519,0.461,0.035,0.29,79.035,211067,39768633
0.411,0.405,0.0313,0.11,110.133,279247,23008087
0.634,0.269,0.078,0.123,132.685,229773,33877791
0.544,0.88,0.245,0.453,126.06,193297,45005658
0.37,0.497,0.0501,0.154,125.032,194827,15761038
0.326,0.369,0.0272,0.111,110.046,227047,19702084
0.663,0.811,0.0301,0.21,119.03,215453,13648947
0.688,0.721,0.0326,0.583,104.973,225768,38368540
0.551,0.837,0.0406,0.113,165.028,205600,7002674
0.597,0.672,0.0315,0.168,119.995,182279,33050981
0.696,0.575,0.0339,0.816,123.989,212627,5937046
0.601,0.521,0.0294,0.0843,169.953,232680,4285418
0.573,0.833,0.0469,0.791,167.977,203253,51049785
0.754,0.72,0.0292,0.0888,114.001,219467,4548056
0.925,0.322,0.112,0.137,129.957,170233,263581009
0.67,0.424,0.292,0.112,77.685,148715,90503225
0.906,0.382,0.269,0.113,104.025,129264,350405270
0.869,0.59,0.257,0.236,107.934,151147,182737597
0.752,0.561,0.885,0.22,206.135,135146,14112675
0.845,0.76,0.362,0.105,101.91,145547,127098247
0.816,0.419,0.49,0.0886,96.072,141037,48191155
0.863,0.588,0.462,0.394,123.924,117800,44607852
0.945,0.535,0.401,0.323,107.01,152400,34472063
0.911,0.722,0.279,0.111,104.11,297546,98061020
0.495,0.894,0.0441,0.103,126.03,239894,541876450
0.414,0.857,0.0808,0.343,128.024,212960,763220653
0.692,0.883,0.0582,0.228,122.984,184390,129417235
0.389,0.706,0.0593,0.686,179.911,245187,171205162
0.633,0.947,0.0354,0.341,124.973,207280,141203417
0.706,0.686,0.0835,0.187,142.021,156058,1621834
0.649,0.718,0.0423,0.115,109.003,184107,62180495
0.509,0.809,0.0511,0.148,126.103,222219,32465316
0.668,0.886,0.0461,0.141,128.077,203759,19379430
0.561,0.93,0.035,0.201,122.991,172026,4912500
0.876,0.519,0.143,0.108,94.981,175230,597953766
0.481,0.829,0.0515,0.17,158.941,147925,1189152
0.645,0.842,0.0983,0.396,150.039,121600,2167065
0.884,0.698,0.364,0.195,140.068,191938,298159198
0.942,0.382,0.564,0.092,100.017,177864,250175888
0.859,0.461,0.404,0.111,83.992,127232,2867395
0.709,0.675,0.284,0.115,137.983,139130,646191
0.698,0.66,0.052,0.0622,159.949,248521,163214579
0.559,0.532,0.353,0.136,85.843,186060,28079061
0.731,0.657,0.0434,0.0874,159.97,184490,143808079
0.742,0.595,0.107,0.111,101.013,227000,294653946
0.681,0.521,0.141,0.108,94.997,229747,562271765
0.686,0.738,0.287,0.0505,101.829,149857,75326866
0.728,0.707,0.0435,0.138,96.017,302613,20114029
0.828,0.502,0.0445,0.0544,105.953,192139,15220043
0.62,0.63,0.198,0.0824,85.42,194821,9701786
0.888,0.586,0.0604,0.153,150.051,158757,73041051
0.784,0.645,0.402,0.117,109.978,226720,26617306
0.868,0.721,0.0443,0.0759,135.004,171153,15507196
0.671,0.897,0.0716,0.111,116.973,159253,4864061
0.593,0.287,0.0289,0.119,127.783,223974,152646156
0.659,0.334,0.0273,0.0938,87.356,213237,87034776
0.666,0.276,0.026,0.099,130.072,325947,135786623
0.399,0.466,0.0267,0.192,79.752,263747,82149088
0.637,0.537,0.0433,0.135,116.867,224280,85952868
0.531,0.825,0.0432,0.195,125.043,249503,77708577
0.361,0.281,0.0292,0.102,149.75,298053,23083391
0.23,0.41,0.0306,0.107,78.754,276320,14118057
0.548,0.415,0.0319,0.148,124.983,251520,839797
0.58,0.43,0.0284,0.121,143.041,275691,1452542
0.873,0.695,0.0459,0.211,131.963,158805,220692224
0.901,0.589,0.289,0.0992,98.002,196600,286106284
0.813,0.56,0.0618,0.268,118.033,286041,628424773
0.869,0.74,0.108,0.135,117.949,206499,15102880
0.734,0.836,0.0735,0.179,80.002,270741,587928998
0.807,0.633,0.0929,0.107,138.038,311726,470448044
0.739,0.821,0.0852,0.311,171.077,188080,666201533
0.827,0.819,0.052,0.089,92.017,191087,120188538
0.714,0.761,0.0427,0.241,168.022,230693,491471865
0.842,0.801,0.228,0.0642,95.881,212500,1379765140
0.587,0.742,0.0529,0.146,145.007,206000,307823532
0.604,0.601,0.0628,0.168,139.88,164629,103203745
0.527,0.66,0.0877,0.156,173.979,171702,60382403
0.7,0.49,0.076,0.117,79.982,161803,456989342
0.676,0.814,0.0585,0.0953,92.554,168676,44129835
0.729,0.549,0.0292,0.0951,95.012,188575,2559460
0.521,0.707,0.0428,0.227,159.824,135021,56511690
0.631,0.705,0.0332,0.271,103.998,103909,4206619
0.563,0.784,0.0402,0.467,93.992,145147,185614625
0.792,0.576,0.132,0.186,130.135,164313,262702617
0.787,0.662,0.0372,0.133,119.983,198880,67028556
0.746,0.844,0.0359,0.149,123.014,189333,416876079
0.715,0.611,0.0519,0.0949,79.971,195333,627214132
0.695,0.379,0.0339,0.106,105.108,199733,431822668
0.742,0.859,0.0482,0.359,95.046,194742,541381598
0.773,0.378,0.0531,0.133,94.946,163813,466183244
0.775,0.679,0.0465,0.155,91,229387,552304752
0.411,0.508,0.0557,0.123,81.96,201627,243916881
0.423,0.355,0.0454,0.0915,93.788,214613,146656186
0.687,0.888,0.207,0.159,192.047,183253,409336558
0.662,0.714,0.121,0.179,147.997,212120,1248081569
0.513,0.661,0.24,0.246,94.791,209213,467165301
0.789,0.789,0.298,0.099,119.95,248053,414513445
0.551,0.386,0.132,0.125,116.409,199387,408068067
0.831,0.851,0.207,0.106,119.958,197695,80802516
0.817,0.814,0.185,0.152,109.994,196800,260959663
0.51,0.643,0.0485,0.101,130.081,270453,249940499
0.677,0.688,0.0633,0.114,98.049,240429,209246207
0.533,0.84,0.167,0.114,116.882,260253,136145574
0.775,0.757,0.228,0.28,140.044,251237,94709521
0.468,0.627,0.0476,0.11,179.642,212107,1683178074
