Danceability,Energy,Speechiness,Liveness,Tempo,Duration,Stream
0.504,0.761,0.0437,0.0892,117.999,231693,66168984
0.566,0.906,0.0642,0.21,83,212253,105116670
0.442,0.793,0.0347,0.328,80.985,237267,133565537
0.672,0.875,0.0378,0.279,118.014,232320,61537825
0.458,0.822,0.0431,0.15,104.103,225667,32578415
0.319,0.732,0.0436,0.658,80.195,234427,37901165
0.752,0.818,0.195,0.641,114.338,173382,8063571
0.617,0.545,0.398,0.569,108.027,191869,6631362
0.459,0.513,0.361,0.377,84.944,172231,45137554
0.58,0.703,0.154,0.242,56.599,156497,4302618
0.657,0.589,0.224,0.915,97.363,113574,3721724
0.378,0.665,0.0363,0.273,112.998,213079,3973958
0.773,0.343,0.0751,0.0512,139.917,205514,3604661
0.59,0.554,0.0425,0.239,135.265,182962,8512699
0.672,0.63,0.0794,0.162,103.668,131933,1635116
0.44,0.895,0.0779,0.209,146.288,152543,1363828
0.746,0.786,0.0428,0.0656,93.767,308040,185213608
0.639,0.729,0.0378,0.0823,165.39,297053,116044844
0.639,0.712,0.047,0.0778,158.939,283213,84666902
0.486,0.818,0.0378,0.189,85.792,295333,26886043
0.636,0.778,0.0312,0.222,161.488,281653,40739199
0.644,0.703,0.0349,0.0909,174.824,264933,25072413
0.691,0.654,0.0402,0.0696,178.518,299600,32041122
0.631,0.76,0.0406,0.195,93.994,303107,28095669
0.72,0.828,0.0462,0.0839,110.071,323347,224613047
0.873,0.855,0.0615,0.0377,107.868,245600,151170314
0.776,0.614,0.0488,0.109,120.003,209013,9008101
0.806,0.6,0.0329,0.0836,127.814,227880,48800293
0.521,0.525,0.0463,0.145,150.392,190440,32773176
0.776,0.676,0.0511,0.0687,110.017,229611,9587677
0.323,0.42,0.0291,0.096,139.842,204493,24305212
0.355,0.615,0.0314,0.0477,137.19,207413,15618149
0.936,0.678,0.21,0.0838,96.911,255640,90283256
0.841,0.739,0.206,0.0897,85.891,272507,62003558
0.893,0.514,0.283,0.0596,95.848,219160,36140110
0.908,0.687,0.301,0.12,92.889,276507,20140019
0.909,0.74,0.26,0.0593,97.855,219840,25066008
0.896,0.59,0.208,0.677,93.947,200760,9110753
0.675,0.642,0.351,0.176,92.397,236307,21251962
0.724,0.806,0.295,0.314,93.863,308907,12920688
0.851,0.566,0.408,0.0683,133.012,181918,4484927
0.691,0.709,0.235,0.388,89.922,206427,6884693
0.488,0.0629,0.0342,0.133,104.311,175040,91669566
0.104,0.111,0.0517,0.11,83.933,229107,60149733
0.45,0.0142,0.0371,0.101,92.137,149480,20351119
0.131,0.137,0.0387,0.087,78.577,440800,63575826
0.122,0.0407,0.0457,0.104,74.418,195600,31225994
0.0623,0.1,0.0459,0.116,64.791,185427,19786877
0.299,0.492,0.0544,0.202,84.204,357400,24971485
0.377,0.0475,0.04,0.311,104.002,275560,7065608
0.175,0.399,0.0501,0.0799,120.942,250040,13021858
0.546,0.538,0.0523,0.118,182.12,295773,221969696
0.646,0.6,0.458,0.0794,192.082,223973,85799869
0.607,0.599,0.0995,0.199,86.491,253573,58585771
0.789,0.55,0.0473,0.0614,172.049,231573,45735566
0.722,0.567,0.0294,0.0743,91.911,274387,89179982
0.713,0.91,0.282,0.304,83.028,268960,44076614
0.664,0.909,0.22,0.525,93.977,209693,41565974
0.819,0.778,0.21,0.215,96.72,275267,20407932
0.595,0.819,0.143,0.0588,179.9,240053,32635424
0.468,0.576,0.419,0.109,85.735,174514,1902260
0.621,0.601,0.148,0.46,116.735,163636,1337123292
0.822,0.575,0.0934,0.106,100.087,223000,280174877
0.66,0.755,0.0469,0.102,145.948,156368,75937143
0.673,0.487,0.239,0.144,160.216,133989,5088130
0.514,0.712,0.334,0.112,76.393,155893,60112351
0.74,0.592,0.0879,0.276,140.093,181714,91830232
0.707,0.591,0.0705,0.27,149.982,108072,6616666
0.8,0.525,0.274,0.142,93.983,147023,7484046
0.771,0.741,0.0527,0.31,162.037,137722,3687175
0.85,0.629,0.187,0.11,90.011,148827,2147957
0.799,0.752,0.0579,0.0948,91.995,187033,22646392
0.775,0.818,0.164,0.114,97.06,235218,79172865
0.6,0.721,0.167,0.109,142.013,234044,4933755
0.783,0.749,0.114,0.0523,129.98,227187,25577703
0.745,0.913,0.0494,0.586,118.032,312268,19016046
0.707,0.864,0.0463,0.0331,90.998,277917,33359617
0.671,0.835,0.237,0.18,179.979,194908,21999909
0.705,0.883,0.0508,0.0526,93.909,233639,42490294
0.668,0.799,0.0361,0.216,93.018,255660,15586225
0.753,0.926,0.103,0.0407,92.015,246457,31341387
0.537,0.66,0.0296,0.135,148.096,298373,540465195
0.601,0.806,0.0345,0.185,89.87,231920,134076880
0.57,0.645,0.0304,0.147,81.084,178279,67830406
0.584,0.524,0.0287,0.11,143.863,219000,43379662
0.532,0.64,0.0314,0.361,84.029,212320,103249259
0.516,0.745,0.0381,0.114,177.781,235147,56266408
0.547,0.804,0.0361,0.0308,142.016,197053,82271085
0.578,0.752,0.033,0.125,149.689,183307,31933387
0.625,0.826,0.0325,0.158,99.919,218867,38065206
0.578,0.823,0.0342,0.767,115.114,253787,22190374
0.4,0.636,0.0327,0.151,92.416,276000,38989064
0.456,0.752,0.0462,0.201,150.027,258159,65383255
0.424,0.666,0.0473,0.12,160.079,279475,59983028
0.353,0.672,0.04,0.0962,168.299,269640,42766176
0.655,0.716,0.0362,0.115,119.965,267680,34799747
0.501,0.691,0.0385,0.186,94.833,242416,14305311
0.5,0.74,0.0588,0.345,79.839,311240,31060272
0.295,0.569,0.0313,0.148,162.735,265653,18215343
0.357,0.491,0.0564,0.0642,156.76,295760,22340537
0.553,0.757,0.0475,0.0486,92.579,234533,19277826
0.827,0.781,0.0502,0.249,95.411,302253,153125767
0.559,0.838,0.0484,0.179,95.519,281187,116577039
0.658,0.744,0.0365,0.308,99.613,287120,89917636
0.838,0.723,0.0447,0.0468,93.302,267467,35390690
0.808,0.513,0.0435,0.0516,92.545,297947,31360068
0.786,0.752,0.0323,0.0801,92.077,295160,40193311
0.727,0.904,0.0338,0.0738,104.036,382733,32148399
0.618,0.717,0.127,0.0555,93.339,269573,15492450
0.644,0.741,0.0343,0.327,94.329,298440,11078450
0.591,0.785,0.161,0.126,106.002,217547,89466323
0.766,0.918,0.164,0.305,135.958,237798,1021261
0.716,0.898,0.142,0.977,110.009,199552,2635165
0.544,0.826,0.0373,0.452,90.046,229587,32648923
0.552,0.871,0.103,0.657,171.917,200898,277036
0.757,0.899,0.0464,0.0526,112.047,174566,13103184
0.545,0.426,0.0357,0.129,92.33,232613,12751600
0.518,0.83,0.105,0.195,106.497,177665,204842
0.684,0.894,0.0828,0.103,137.001,215932,184188
0.706,0.821,0.172,0.888,110.839,194065,176621
0.56,0.883,0.0516,0.311,170.878,80027,33048574
0.669,0.737,0.0975,0.204,170.925,81067,36201096
0.761,0.499,0.0355,0.0606,132.096,77855,7564239
0.275,0.401,0.0297,0.233,102.036,136013,27571946
0.467,0.622,0.031,0.0982,164.418,287267,150243461
0.563,0.544,0.0306,0.128,179.351,223832,123015477
0.571,0.438,0.0279,0.187,145.948,230549,165791667
0.569,0.365,0.0265,0.17,145.859,343497,84023468
0.737,0.869,0.0267,0.308,126.628,193065,56842670
0.705,0.7,0.0295,0.0755,122.841,258640,64760847
0.425,0.554,0.0298,0.0963,83.917,237297,90359956
0.644,0.644,0.0305,0.27,98.746,231293,33854964
0.542,0.346,0.0296,0.283,139.856,217807,36591794
0.681,0.728,0.0513,0.055,131.017,203467,42715377
0.276,0.572,0.0377,0.2,77.986,237467,169769959
0.543,0.436,0.029,0.146,143.389,234133,117176134
0.526,0.703,0.0297,0.16,98.094,255507,65777146
0.726,0.768,0.0261,0.72,110.008,158880,13062367
0.634,0.662,0.0292,0.0413,111.638,239800,17146691
0.564,0.584,0.028,0.122,102.197,279973,54482685
0.485,0.778,0.0488,0.196,83.106,225040,16324653
0.658,0.644,0.0424,0.123,141.833,202300,38392439
0.681,0.92,0.0473,0.807,94.002,236200,5199541
0.548,0.593,0.0361,0.436,94.084,261333,56179285
0.735,0.839,0.0381,0.41,100.017,194419,25044115
0.573,0.819,0.256,0.0653,108.786,174000,5921975
0.727,0.9,0.0452,0.154,131.97,288696,39942425
0.932,0.72,0.164,0.0516,109.986,212182,1527728
0.521,0.837,0.0794,0.157,106.001,4581483,23128326
0.738,0.873,0.107,0.225,104.982,245100,19316785
0.796,0.978,0.0955,0.346,129.999,212741,46628697
0.792,0.813,0.0513,0.0541,130.058,226615,38731862
0.939,0.933,0.0819,0.0293,122.994,247827,9155939
0.825,0.798,0.321,0.194,137.981,272290,10911157
0.585,0.502,0.0495,0.158,138.626,310307,53041912
0.754,0.575,0.0359,0.28,128.15,294640,50374741
0.605,0.738,0.0314,0.191,134,298987,49210190
0.691,0.544,0.0925,0.0922,136.398,290733,42891997
0.556,0.599,0.031,0.0913,134.901,300787,36480462
0.505,0.69,0.034,0.282,136.507,289724,39112683
0.708,0.772,0.031,0.0821,128.466,287427,37918323
0.487,0.659,0.0312,0.0807,134.292,289293,17204198
0.599,0.467,0.0474,0.0519,126.506,221093,24976498
0.712,0.657,0.149,0.234,97.993,249573,11930818
0.549,0.491,0.127,0.0564,203.818,221987,4495966
0.584,0.386,0.0403,0.076,94.937,201267,8873781
0.758,0.512,0.174,0.126,91.544,236133,3433834
0.684,0.396,0.0327,0.0683,96.984,139645,1309212
0.789,0.637,0.384,0.111,95.104,273880,1433840
0.473,0.267,0.236,0.077,51.4,224987,1554029
0.742,0.457,0.0505,0.188,92.038,222800,2546073
0.768,0.572,0.29,0.126,89.057,204427,848497
0.73,0.656,0.0294,0.108,131.04,254351,44354111
0.595,0.61,0.0499,0.0628,97.974,212522,55399812
0.583,0.45,0.0292,0.141,92.043,322809,12681424
0.545,0.678,0.0358,0.194,143.965,308000,17316822
0.521,0.837,0.0794,0.157,106.001,4581483,23128326
0.688,0.737,0.0443,0.0599,110.969,317560,13762657
0.914,0.585,0.126,0.0503,110.981,279160,8473182
0.677,0.525,0.0306,0.162,110.978,239009,3602385
0.69,0.78,0.0489,0.0696,110.963,333653,10607418
0.717,0.475,0.0276,0.112,89.998,347810,6602143
0.429,0.587,0.0275,0.108,145.003,293398,154037673
0.444,0.778,0.0324,0.269,148.044,267906,53436813
0.318,0.573,0.0324,0.0854,156.054,305427,82424075
0.509,0.778,0.0295,0.19,105.066,285160,98944890
0.471,0.164,0.0324,0.101,125.242,267067,72376065
0.667,0.87,0.078,0.0697,104.946,168693,25267710
0.344,0.248,0.0306,0.106,137.92,257653,18082097
0.391,0.535,0.0291,0.205,145.937,250627,44001143
0.586,0.791,0.0346,0.112,96.033,230360,26404304
0.468,0.786,0.0334,0.31,84.992,219720,33678230
0.592,0.579,0.0498,0.141,120.025,234667,209017302
0.675,0.453,0.0764,0.102,160.042,232573,78183952
0.809,0.705,0.0437,0.078,94.655,227289,69113838
0.524,0.423,0.0854,0.16,148.369,215107,17842926
0.441,0.544,0.0413,0.162,83.461,174974,41530239
0.674,0.711,0.0724,0.0881,179.854,242907,40694381
0.53,0.515,0.0371,0.433,168.381,171410,21657820
0.784,0.392,0.0287,0.0962,109.97,201400,9868239
0.678,0.696,0.0293,0.0501,119.973,214506,14641359
0.85,0.533,0.0489,0.132,114.112,171561,16012189
0.0939,0.0336,0.0606,0.0954,67.359,207267,78592874
0.445,0.00957,0.0473,0.107,73.056,193000,3530471
0.453,0.0146,0.0549,0.0572,118.902,177771,2714585
0.487,0.504,0.0314,0.593,115.199,246533,5661627
0.107,0.0329,0.0389,0.0932,91.64,227013,9592413
0.128,0.0209,0.0437,0.0818,96.923,300000,4810941
0.421,0.0148,0.0663,0.0921,59.082,212640,6387480
0.253,0.0272,0.0431,0.0979,68.211,268000,11714445
0.499,0.051,0.0509,0.0949,73.782,96293,4034162
0.522,0.178,0.0492,0.366,106.959,210000,3682697
0.771,0.71,0.0303,0.0721,136.119,235907,75616900
0.466,0.768,0.106,0.0792,168.446,200560,57167868
0.588,0.782,0.112,0.186,86.679,180667,81192182
0.661,0.713,0.24,0.285,164.103,196760,36600952
0.58,0.671,0.0481,0.316,154.021,229560,43225734
0.79,0.534,0.0491,0.133,134.112,216893,28232861
0.531,0.737,0.103,0.0837,79.825,146173,7176274
0.491,0.678,0.129,0.0919,158.928,153987,16924464
0.607,0.747,0.105,0.112,181.623,203000,22626137
0.659,0.738,0.0662,0.13,88.373,153733,364918
0.449,0.868,0.0755,0.0577,139.979,225237,336809
0.601,0.835,0.0614,0.0792,92.995,243987,302544
0.0879,0.0111,0.0512,0.115,75.64,204920,284443
0.383,0.127,0.0301,0.133,133.782,159614,96415
0.362,0.101,0.0392,0.192,174.771,223547,254150
0.294,0.0754,0.046,0.154,84.099,104947,38212
0.65,0.427,0.0515,0.133,95.547,188128,52710799
0.589,0.468,0.0986,0.0315,181.525,155144,26034874
0.709,0.478,0.0655,0.0776,72.546,179347,40491626
0.653,0.452,0.0593,0.0481,102.736,140957,9463181
0.778,0.39,0.13,0.346,106.517,204920,24559660
0.546,0.437,0.239,0.0978,159.52,181401,20474126
0.534,0.411,0.212,0.24,201.013,146588,7821784
0.463,0.447,0.121,0.0983,205.023,167288,13952262
0.618,0.524,0.0382,0.0822,97.091,218471,20686886
0.134,0.474,0.0518,0.195,98.854,203227,57417003
0.233,0.195,0.0461,0.0793,61.211,134133,48877206
0.304,0.657,0.0824,0.113,120.338,162133,32694477
0.123,0.214,0.037,0.13,90.408,223120,16778947
0.434,0.576,0.0361,0.164,112.661,188827,20466492
0.232,0.0928,0.0443,0.0732,76.735,169240,10584928
0.0718,0.0468,0.0441,0.0916,78.421,251653,20801342
0.274,0.148,0.0367,0.121,127.323,178667,16699676
0.326,0.895,0.139,0.109,107.613,162387,27368908
0.424,0.212,0.0275,0.0482,96.107,230693,14432193
0.682,0.949,0.0422,0.337,101.976,258187,55692713
0.549,0.81,0.0398,0.203,113.819,267413,36711513
0.677,0.868,0.0322,0.0967,95.994,400627,23637342
0.294,0.321,0.0293,0.947,107.134,318027,41353830
0.795,0.502,0.214,0.52,129.533,201683,24994895
0.46,0.615,0.0857,0.119,97.982,199560,6191893
0.614,0.749,0.283,0.666,105.169,278853,23335006
0.672,0.964,0.046,0.39,107.976,346680,15906788
0.493,0.537,0.0493,0.982,109.541,297067,14316304
0.409,0.172,0.0389,0.111,132.151,229293,114623979
0.28,0.344,0.0293,0.133,171.143,277160,109391806
0.674,0.327,0.0574,0.0756,108.995,284373,62532499
0.588,0.38,0.0251,0.0741,132.885,280627,48887738
0.474,0.0404,0.0387,0.111,119.415,310773,56932454
0.543,0.395,0.0267,0.0961,94.872,340560,54494351
0.712,0.308,0.036,0.0835,94.123,265187,34484692
0.422,0.21,0.0375,0.129,86.872,205853,23961540
0.442,0.25,0.0314,0.103,138.906,176520,22158972
0.785,0.457,0.0273,0.172,104.205,334867,28984255
0.765,0.29,0.139,0.571,92.409,298773,518080621
0.607,0.422,0.499,0.0839,130.47,226987,270271722
0.681,0.505,0.138,0.234,89.953,260067,126371223
0.846,0.326,0.152,0.28,88.988,273093,63954918
0.53,0.45,0.489,0.147,77.887,260547,30918066
0.77,0.455,0.328,0.109,97.099,322067,29847410
0.79,0.522,0.444,0.479,82.923,268933,21055557
0.845,0.312,0.229,0.342,97.002,302067,11294264
0.782,0.476,0.362,0.551,88.472,290560,7717822
0.494,0.939,0.126,0.139,177.751,175093,326736927
0.62,0.93,0.0374,0.0686,106.22,190173,184416166
0.803,0.83,0.0356,0.103,111.033,166053,82843050
0.663,0.72,0.0331,0.358,135.342,183493,75423811
0.686,0.84,0.159,0.164,105,203027,62308884
0.64,0.884,0.0428,0.187,124.968,244000,102110353
0.439,0.945,0.138,0.166,161.954,195680,92093771
0.455,0.948,0.226,0.116,160.04,215987,2120054
0.57,0.873,0.0821,0.627,118.035,157054,1279971
0.592,0.868,0.0679,0.144,109.985,210507,16565404
0.342,0.91,0.0758,0.0823,140.452,166360,356312922
0.266,0.866,0.112,0.0961,119.41,311133,59012236
0.303,0.978,0.122,0.0958,170.286,209907,67270731
0.387,0.942,0.0442,0.491,134.558,279307,34468216
0.291,0.887,0.0877,0.103,175.921,261187,23646573
0.622,0.905,0.0428,0.115,96.049,295240,9867762
0.449,0.994,0.0824,0.102,149.91,183640,10553309
0.233,0.706,0.0511,0.159,125.694,327547,14579767
0.441,0.989,0.175,0.0281,142.981,126733,4985433
0.416,0.957,0.0793,0.0687,137.874,299787,9350513
0.431,0.829,0.0491,0.086,131.891,248707,39729338
0.576,0.588,0.0308,0.148,127.969,287000,36358374
0.558,0.859,0.0421,0.0831,127.98,231445,73333138
0.494,0.735,0.0348,0.086,125.042,276200,65405454
0.465,0.971,0.0749,0.326,156.171,322280,24786682
0.477,0.946,0.0423,0.333,79.948,233800,33986251
0.5,0.85,0.0493,0.121,76.976,340281,23486247
0.224,0.915,0.0696,0.0916,101.766,302267,42363265
0.761,0.488,0.043,0.0864,100.024,217146,73787339
0.931,0.45,0.171,0.058,133.909,154048,16741455
0.404,0.607,0.0451,0.155,149.604,184547,59752837
0.679,0.36,0.247,0.107,176.093,176187,31100010
0.502,0.239,0.0488,0.108,127.484,183880,32717153
0.749,0.423,0.0302,0.145,78.005,164946,17278629
0.521,0.293,0.037,0.113,104.774,220032,8953792
0.668,0.261,0.0405,0.116,147.446,219493,20845128
0.885,0.297,0.107,0.131,135.152,249145,3225969
0.579,0.491,0.0342,0.119,150.005,246013,30995874
0.642,0.628,0.0358,0.614,103.317,201867,90385450
0.783,0.284,0.0365,0.0767,82.676,412596,43812547
0.671,0.405,0.0392,0.132,99.678,265067,80864912
0.604,0.411,0.034,0.602,126.637,249734,60606116
0.612,0.696,0.0353,0.14,159.829,350862,54706078
0.644,0.623,0.059,0.0617,126.553,306974,49128232
0.537,0.559,0.0315,0.116,167.758,259702,36553666
0.788,0.461,0.0556,0.0886,76.669,229009,27282215
0.809,0.575,0.0298,0.0799,109.447,300209,33931265
0.832,0.472,0.0646,0.0824,99.29,274942,16152755
0.724,0.853,0.283,0.65,170.51,332733,187002260
0.935,0.805,0.225,0.298,105.641,234360,77289104
0.785,0.479,0.362,0.334,87.691,339893,180122152
0.837,0.692,0.337,0.212,87.775,379733,70486257
0.827,0.728,0.307,0.237,90.872,259493,46304913
0.895,0.874,0.194,0.102,93.019,269453,6175246
0.771,0.912,0.141,0.0632,92.516,302200,22146586
0.787,0.671,0.0904,0.0783,81.897,242107,21681983
0.866,0.818,0.26,0.132,103.332,219947,16817228
0.947,0.854,0.216,0.161,104.076,175240,21330979
0.619,0.603,0.0342,0.0721,127.433,178933,383161146
0.649,0.618,0.0265,0.192,114.688,210267,171297511
0.57,0.529,0.028,0.203,123.273,145533,68082395
0.495,0.435,0.0286,0.13,108.189,169160,52833152
0.35,0.293,0.0258,0.104,96.685,166467,49108020
0.397,0.848,0.0526,0.236,69.367,226533,43148614
0.651,0.596,0.0271,0.376,105.679,235907,19564125
0.431,0.485,0.0279,0.157,177.329,254960,16674745
0.53,0.26,0.0357,0.116,117.861,149427,17644425
0.417,0.279,0.0287,0.407,79.964,164227,7394822
0.681,0.737,0.0384,0.0856,109.95,220636,90704432
0.591,0.804,0.0454,0.0818,111.457,329413,332868981
0.631,0.597,0.026,0.146,107.26,244440,51829948
0.553,0.398,0.0303,0.114,76.074,229227,44571317
0.49,0.432,0.0298,0.104,153.753,225573,23706997
0.615,0.921,0.041,0.443,126.947,274520,29546399
0.638,0.783,0.0435,0.0381,115.269,297093,24023935
0.326,0.281,0.0327,0.196,125.471,353533,15602235
0.643,0.712,0.0266,0.287,103.07,250027,10980364
0.41,0.567,0.0511,0.113,190.019,162493,1960399
0.582,0.767,0.0297,0.0606,141.683,186038,41881336
0.531,0.849,0.111,0.186,119.516,136427,28043008
0.412,0.601,0.0536,0.321,114.537,183867,15148212
0.577,0.916,0.101,0.156,94.731,163133,9936281
0.538,0.745,0.044,0.112,102.43,160507,7723540
0.595,0.842,0.0312,0.354,130.597,144867,1698461
0.528,0.755,0.0341,0.23,123.148,129360,2131433
0.582,0.86,0.038,0.0925,133.878,188733,3415237
0.508,0.945,0.081,0.127,110.833,197773,3659613
0.659,0.55,0.0465,0.165,113.42,168800,1514154
0.447,0.449,0.0376,0.0697,92.468,315427,304049897
0.0979,0.0801,0.0458,0.115,75.314,192420,14743348
0.225,0.308,0.0345,0.074,107.666,394973,35946551
0.334,0.268,0.0321,0.0846,93.405,262653,28877799
0.216,0.0797,0.0523,0.146,64.079,220893,4252811
0.297,0.0155,0.0513,0.18,78.661,253453,12424998
0.482,0.61,0.0811,0.302,150.861,180560,10780238
0.444,0.395,0.0395,0.09,119.984,177240,10805040
0.439,0.422,0.0409,0.0697,81.833,236933,405682335
0.643,0.614,0.0279,0.214,93.982,224467,158618084
0.437,0.373,0.028,0.0984,93.519,187667,69216589
0.65,0.371,0.026,0.102,102.583,198800,55690619
0.409,0.718,0.0272,0.122,111.462,229738,23801443
0.517,0.261,0.0263,0.0863,89.221,170160,20845223
0.578,0.673,0.0446,0.0927,119.786,171573,29738108
0.747,0.528,0.0283,0.132,116.259,212373,24393365
0.485,0.76,0.0412,0.221,119.02,196027,14676981
0.446,0.37,0.027,0.0823,84.186,273800,10491394
0.128,0.132,0.0353,0.107,85.314,301587,61307627
0.428,0.237,0.0351,0.0849,79.904,460027,26979627
0.322,0.14,0.0489,0.125,92.122,425000,12226656
0.107,0.0153,0.0469,0.0659,83.717,170000,2865633
0.247,0.0746,0.0434,0.12,109.674,273467,10117463
0.501,0.0358,0.0293,0.142,85.189,237720,4647688
0.0791,0.0572,0.0494,0.309,174.381,144267,3429614
0.61,0.385,0.0395,0.0557,117.019,197000,4570852
0.641,0.286,0.962,0.371,85.538,92378,12567
0.761,0.323,0.94,0.115,116.039,180317,11062
0.69,0.354,0.949,0.147,101.851,181942,10798
0.688,0.268,0.951,0.137,73.074,180130,10710
0.711,0.297,0.953,0.205,126.042,184898,10701
0.713,0.307,0.94,0.278,125.724,182349,10660
0.625,0.257,0.964,0.283,170.97,180202,10540
0.675,0.323,0.959,0.225,145.349,181574,10306
0.716,0.316,0.945,0.267,118.596,181431,8074
0.674,0.316,0.96,0.269,79.324,184499,8053
0.418,0.835,0.0449,0.289,104.986,294867,78929442
0.489,0.968,0.108,0.0904,95.065,237301,1136881
0.276,0.872,0.0394,0.197,178.823,129200,8673345
0.48,0.908,0.0452,0.0932,95.084,220707,50531617
0.311,0.905,0.0829,0.304,179.995,270454,2376164
0.545,0.977,0.106,0.0704,120.018,229816,43691311
0.517,0.961,0.143,0.698,104.747,225027,19571352
0.373,0.985,0.114,0.254,169.967,225314,4299701
0.465,0.991,0.115,0.216,119.986,238188,5502400
0.495,0.967,0.0539,0.112,110.016,209800,33175911
0.488,0.902,0.0511,0.19,160.103,164000,1264130
0.519,0.938,0.0377,0.472,144.006,234055,113619674
0.492,0.901,0.045,0.186,143.014,208933,65887023
0.53,0.994,0.0615,0.364,139.992,227000,67916111
0.425,0.926,0.114,0.161,150.038,192000,61498397
0.497,0.977,0.0551,0.722,143.033,212467,33439802
0.512,0.994,0.0609,0.14,143.986,225026,26703696
0.57,0.957,0.0883,0.412,170.032,181551,13589379
0.487,0.994,0.085,0.969,160.859,210200,26808008
0.575,0.997,0.133,0.94,142.941,221907,50314883
0.276,0.572,0.0377,0.2,77.986,237467,169769959
0.552,0.303,0.0429,0.119,85.921,276600,65185236
0.328,0.681,0.0426,0.73,134.032,350867,48806476
0.791,0.86,0.0451,0.0614,122.3,255760,199693647
0.618,0.653,0.0869,0.158,103.916,214267,5284319
0.765,0.459,0.0319,0.171,139.908,267973,22169911
0.77,0.668,0.0399,0.0838,99.16,278333,38351873
0.384,0.616,0.0381,0.0539,77.835,253360,6594454
0.614,0.388,0.0375,0.409,119.935,227600,13045455
0.626,0.695,0.0344,0.117,98.051,207267,40172342
0.395,0.252,0.0301,0.101,177.679,264333,348551423
0.441,0.258,0.0276,0.106,77.988,214827,84174605
0.676,0.582,0.0258,0.0672,124.838,317307,57939537
0.582,0.467,0.0391,0.298,165.21,270693,32249218
0.54,0.64,0.0251,0.245,97.033,317933,26199808
0.353,0.207,0.0306,0.0874,144.539,316040,20504751
0.548,0.704,0.0402,0.0463,169.119,250240,13283264
0.572,0.914,0.0311,0.319,108.991,254467,4281404
0.673,0.765,0.0256,0.107,98.241,281533,4686102
0.427,0.438,0.0311,0.118,140.823,222600,2005189
0.575,0.392,0.0349,0.0624,179.791,291533,110752986
0.723,0.694,0.0802,0.052,106.359,168948,49791393
0.536,0.557,0.0416,0.951,169.88,308413,58218230
0.586,0.591,0.0299,0.959,95.603,287267,11790296
0.549,0.502,0.0493,0.0622,85.793,225267,51689854
0.666,0.479,0.0247,0.286,92.865,296107,33382883
0.708,0.656,0.0491,0.176,171.985,298360,21984879
0.682,0.343,0.0299,0.118,117.11,327000,15740344
0.614,0.749,0.283,0.666,105.169,278853,23335006
0.626,0.597,0.0991,0.109,174.958,165880,19384825
0.601,0.938,0.282,0.0508,87.129,190261,20257898
0.686,0.824,0.34,0.242,170.079,183827,39561559
0.572,0.85,0.197,0.191,96.335,137995,1421644
0.694,0.874,0.333,0.122,89.959,282581,7386990
0.903,0.785,0.309,0.177,94.211,259107,8564749
0.349,0.892,0.351,0.212,172.639,183688,7994814
0.486,0.928,0.363,0.116,90.036,207673,4781780
0.446,0.764,0.181,0.141,152.604,316944,5666524
0.557,0.845,0.344,0.115,93.374,159155,1018258
0.656,0.469,0.0281,0.0475,110.037,237560,20952335
0.704,0.466,0.0311,0.095,110.199,243347,15582573
0.565,0.67,0.032,0.0518,95.027,303600,20398820
0.735,0.728,0.0405,0.0657,127.97,221133,13848080
0.703,0.759,0.03,0.119,139.928,287240,7943290
0.689,0.722,0.0313,0.0488,123.145,211146,6237805
0.747,0.575,0.0311,0.814,114.528,302427,8703491
0.851,0.849,0.0828,0.116,120.014,298773,219098059
0.78,0.634,0.16,0.29,125.25,304507,147546108
0.75,0.849,0.264,0.333,89.501,261093,103116903
0.646,0.83,0.32,0.138,93.364,224240,37689533
0.745,0.858,0.237,0.188,89.983,249533,39028758
0.857,0.706,0.159,0.117,95.722,353760,23405351
0.73,0.496,0.308,0.0982,82.418,334600,13441965
0.878,0.544,0.284,0.198,135.987,356960,14350115
0.73,0.798,0.209,0.339,82.986,242520,11250707
0.685,0.765,0.271,0.103,84.915,276773,9512882
0.74,0.768,0.0603,0.0832,164.145,203933,44970585
0.77,0.683,0.0428,0.237,132.014,290120,56725913
0.778,0.79,0.0601,0.119,93.054,169250,35713628
0.825,0.774,0.0504,0.0254,99.977,236973,20977989
0.519,0.79,0.0503,0.212,97.512,1330157,27611531
0.742,0.621,0.0698,0.119,81.994,160181,11458705
0.781,0.854,0.0564,0.078,132.081,179583,33322403
0.883,0.799,0.189,0.23,99.993,209615,6887483
0.724,0.758,0.0942,0.261,90.037,210236,422030
0.663,0.873,0.0315,0.0724,98.039,197217,4416836
0.749,0.605,0.086,0.115,142.024,251733,412886790
0.775,0.652,0.152,0.105,143.08,198042,70303008
0.733,0.395,0.0366,0.468,96.085,276067,78397702
0.562,0.594,0.0558,0.311,62.876,265533,187339982
0.544,0.648,0.29,0.503,142.026,324800,84190231
0.691,0.541,0.0776,0.0753,127.683,243307,74213182
0.622,0.573,0.0547,0.173,127.132,259493,16908693
0.83,0.414,0.197,0.627,99.234,365800,7464410
0.833,0.338,0.127,0.0459,81.822,259667,13280961
0.661,0.422,0.0282,0.164,117.006,241373,8629387
0.707,0.614,0.058,0.177,156.473,211000,87717502
0.833,0.851,0.0768,0.303,95.011,227453,39035556
0.394,0.873,0.123,0.388,104.985,321711,3509543
0.584,0.586,0.0572,0.131,85.027,195507,12095810
